Odometry_Theta (abs),Integrated_Theta (abs),Difference (°),Sampling_Rate
0.35693065975925,0.36448774283430635,0.43298896563047595,
0.35693065975925,0.36710512492670516,0.5829539128980483,
0.3669278098779713,0.36970459094334635,0.1590978356778304,
0.3669278098779713,0.37230405695998753,0.308036267419054,
0.3669278098779713,0.37488872274013324,0.45612670807329164,
0.377826520507298,0.37747338852027895,0.02023297246725891,
0.377826520507298,0.38005805430042466,0.1278574681869787,
0.377826520507298,0.3826388252814926,0.27572475329200963,
0.3846543650323405,0.3852195962625606,0.032385363940597094,
0.3846543650323405,0.38780036724362854,0.18025264904562804,
0.3846543650323405,0.3903811382246965,0.328119934150659,
0.3932289036141923,0.3929611302459489,0.015342283866349643,
0.3932289036141923,0.39554112226720134,0.1324803701288406,
0.3932289036141923,0.39813357764550256,0.2810171218814916,
0.3989398046339428,0.4007260330238038,0.10234334798548263,
0.3989398046339428,0.403318488402105,0.2508800997381336,
0.3989398046339428,0.4059179544187462,0.3998185314793572,
0.405831306839266,0.40851742043538736,0.15390297235046235,
0.405831306839266,0.41111688645202854,0.302841404091686,
0.405831306839266,0.4137163524686697,0.4517798358329096,
0.4145671072268537,0.41633840831996183,0.10148807688200542,
0.4145671072268537,0.41896046417125393,0.2517208108086252,
0.4145671072268537,0.42158252002254604,0.40195354473524497,
0.4215494516939722,0.4242162602710714,0.15279687623707383,
0.4215494516939722,0.42685000051959676,0.30369907681131364,
0.4215494516939722,0.4294837407681221,0.45460127738555345,
0.4215494516939722,0.4321112493381231,0.6051464290810645,
0.4285655480252162,0.4347387579081241,0.35369887233907327,
0.4285655480252162,0.4373662664781251,0.5042440240345843,
0.4285655480252162,0.43994859537882414,0.6522005713592967,
0.4285655480252162,0.4425114502841344,0.7990413409379756,
0.4415414066885197,0.4450743051894447,0.20242017355109643,
0.4415414066885197,0.44763716009475496,0.3492609431297754,
0.4415414066885197,0.45016574076818106,0.49413794387543813,
0.4482277528035741,0.45269432144160715,0.2559155318647915,
0.4482277528035741,0.45522290211503325,0.4007925326104542,
0.4482277528035741,0.45775148278845934,0.545669533356117,
0.4565116765771573,0.46023176795332127,0.2131455352572098,
0.4565116765771573,0.4627120531181832,0.3552554071927079,
0.4565116765771573,0.4651923382830451,0.497365279128206,
0.4565116765771573,0.46763211753749845,0.6371543333519559,
0.4565116765771573,0.47007189679195177,0.7769433875757059,
0.4696436264695222,0.47249531789027854,0.1633898828830051,
0.4696436264695222,0.4749187389886053,0.30224168380008765,
0.4696436264695222,0.47730944377467893,0.4392189781038322,
0.4749918826060419,0.47970014856075255,0.2697637680300525,
0.4749918826060419,0.48209085334682616,0.40674106233379703,
0.4749918826060419,0.4844496207804622,0.5418884811340475,
0.4812905528358529,0.4868083882140983,0.3161486792214308,
0.4812905528358529,0.48916715564773433,0.45129609802168125,
0.4812905528358529,0.4914908698896706,0.5844351168790717,
0.487479767838652,0.4938145841316069,0.36295823757702567,
0.487479767838652,0.4961382983735432,0.49609725643441605,
0.487479767838652,0.4984074854283909,0.626112097602913,
0.4938928204526002,0.5006766724832387,0.3886860901968376,
0.4938928204526002,0.5029458595380865,0.5187009313653378,
0.4938928204526002,0.5051433822899036,0.6446097104284363,
0.4938928204526002,0.5073409050417208,0.7705184894915349,
0.5032717526870777,0.5095142800392559,0.3576704707747894,
0.5032717526870777,0.511687655036791,0.4821956854328072,
0.5032717526870777,0.5138516825165395,0.606185326772724,
0.5116362720407217,0.5160157099962879,0.2509233114933432,
0.5116362720407217,0.5181797374760363,0.37491295283325987,
0.5116362720407217,0.5203297436791049,0.4980992341960377,
0.5173541312076717,0.5224797498821735,0.2936763174423916,
0.5173541312076717,0.5246297560852421,0.4168625988051694,
0.5173541312076717,0.5267797622883107,0.5400488801679472,
0.5245338792160822,0.5289328843306415,0.25204442712070896,
0.5245338792160822,0.5310860063729722,0.3754092329228495,
0.5245338792160822,0.533239128415303,0.4987740387249901,
0.5245338792160822,0.5353984821361581,0.6224958934058626,
0.5303120024653282,0.5375578358570133,0.4151556723985226,
0.5303120024653282,0.5397171895778685,0.5388775270793952,
0.5303120024653282,0.5418726484996459,0.6623762262110579,
0.5303120024653282,0.5440257705419766,0.7857410320131983,
0.5415763575304919,0.5461788925843074,0.2637058336446437,
0.5415763575304919,0.5483320146266382,0.38707063944678427,
0.5415763575304919,0.5504687785128424,0.5094981919422574,
0.5472152074798693,0.5526055423990466,0.3088434410308502,
0.5472152074798693,0.5547423062852508,0.4312709935263234,
0.5472152074798693,0.556840901140493,0.5515116216395706,
0.552839402143051,0.5589394959957352,0.3495096323925013,
0.552839402143051,0.5610380908509774,0.4697502605057485,
0.552839402143051,0.563103190434151,0.5880717508958201,
0.5583710360925634,0.5651682900173246,0.38945396216754885,
0.5583710360925634,0.5672333896004982,0.5077754525576205,
0.5583710360925634,0.5692735624695742,0.6246687474327707,
0.5636853586074978,0.5713137353386502,0.4370737912308329,
0.5636853586074978,0.5733539082077261,0.5539670861059831,
0.5636853586074978,0.5753512382869468,0.6684056699398566,
0.5695159432776193,0.5773485683661674,0.44877636008208854,
0.5695159432776193,0.5793458984453881,0.5632149439159622,
0.5695159432776193,0.5812637746234226,0.6731011545460208,
0.5695159432776193,0.583162955765884,0.78191621853989,
0.5798266607173789,0.5850621369083453,0.29997068948360445,
0.5798266607173789,0.5869613180508066,0.4087857534774736,
0.5798266607173789,0.588829340800646,0.5158155730776894,
0.5846671738158221,0.5906973635504853,0.3455044214593141,
0.5846671738158221,0.5925653863003246,0.4525342410595299,
0.5846671738158221,0.594433409050164,0.5595640606597457,
0.5908183052384748,0.5962749471662745,0.31264255277705266,
0.5908183052384748,0.598116485282385,0.41815491464265925,
0.5908183052384748,0.5999580233984956,0.5236672765082658,
0.5957492369613889,0.6017941087958973,0.34634564381483557,
0.5957492369613889,0.6036301941932991,0.45154558791155724,
0.5957492369613889,0.6054662795907009,0.5567455320082789,
0.5998972420430251,0.6073023649881026,0.42428229152843056,
0.5998972420430251,0.6091384503855044,0.5294822356251523,
0.5998972420430251,0.610957398666964,0.6337002953053595,
0.6046156074434799,0.6127763469484235,0.46757593133895314,
0.6046156074434799,0.6145952952298831,0.5717939910191604,
0.6046156074434799,0.6163971063954006,0.6750301662828595,
0.6102991824352693,0.618198917560918,0.4526214819709246,
0.6102991824352693,0.6200007287264355,0.5558576572346238,
0.6102991824352693,0.621779950057302,0.6577995303129236,
0.6151431119292202,0.6235591713881685,0.4822046871288927,
0.6151431119292202,0.625338392719035,0.5841465602071925,
0.6151431119292202,0.6270880135769106,0.6843924511115203,
0.6151431119292202,0.6288329606758929,0.7843705553568038,
0.6242417451022042,0.6305779077748752,0.3630353794523805,
0.6242417451022042,0.6323228548738575,0.4630134836976641,
0.6242417451022042,0.634055338615791,0.5622774901854838,
0.6292307800843892,0.6357878223577245,0.3756908483509801,
0.6292307800843892,0.6375203060996579,0.4749548548387998,
0.6292307800843892,0.6392379896050959,0.5733708702396335,
0.6337429015102456,0.6409556731105339,0.41326137128834184,
0.6337429015102456,0.6426733566159719,0.5116773866891755,
0.6337429015102456,0.6443879242821478,0.6099148776506464,
0.6382890216837603,0.6461024919483236,0.44767886951044095,
0.6382890216837603,0.6478170596144994,0.5459163604719118,
0.6382890216837603,0.6495183849638109,0.6433951225660781,
0.642839573190832,0.6512197103131223,0.4801464888481443,
0.642839573190832,0.6529210356624338,0.5776252509423107,
0.642839573190832,0.6546052238958031,0.6741221286199688,
0.642839573190832,0.6562894121291725,0.770619006297627,
0.642839573190832,0.6579665897242019,0.8667142039867125,
0.651919235988018,0.6596437673192312,0.4425830439950879,
0.651919235988018,0.6613209449142606,0.5386782416841734,
0.651919235988018,0.6629934487503968,0.6345056527142148,
0.6564475892784253,0.6646659525865329,0.47087753205974214,
0.6564475892784253,0.6663384564226691,0.5667049430897835,
0.6564475892784253,0.6679992758615719,0.6618628874722017,
0.6608217431616696,0.6696600953004748,0.5064002754039582,
0.6608217431616696,0.6712967669850955,0.6001746553812956,
0.6658839346273798,0.6729334386697163,0.40390682928629507,
0.6658839346273798,0.6745701103543371,0.49768120926363246,
0.6658839346273798,0.6761834132444914,0.5901166559457298,
0.6702432425071272,0.6777967161346456,0.43278215952017973,
0.6702432425071272,0.6794100190247999,0.5252176062022771,
0.6744801325328044,0.681004626879381,0.37382598951580776,
0.6744801325328044,0.6825992347339621,0.4651902895617156,
0.6744801325328044,0.6841938425885432,0.5565545896076234,
0.6744801325328044,0.6857705343673666,0.6468923741271762,
0.6789905327271267,0.6873472261461899,0.4788032635970711,
0.6789905327271267,0.6889239179250133,0.5691410481166238,
0.6789905327271267,0.6904943780253123,0.6591217837574509,
0.6831847530594013,0.6920648381256114,0.5087913960109876,
0.6831847530594013,0.6936352982259104,0.5987721316518146,
0.6831847530594013,0.6951925160093451,0.6879941384253371,
0.6831847530594013,0.6967497337927797,0.7772161451988596,
0.6831847530594013,0.6982991619780589,0.8659918408739687,
0.6911259042987303,0.699848590163338,0.49977308606044096,
0.6911259042987303,0.7013980183486171,0.5885487817355501,
0.6911259042987303,0.702935762136663,0.676655010763036,
0.6951760377986448,0.7044735059247088,0.532705683780875,
0.6951760377986448,0.7060112497127546,0.6208119128083609,
0.6951760377986448,0.707525624706334,0.7075792085406069,
0.6995786195357785,0.7090399996999133,0.542097151773717,
0.6995786195357785,0.7105543746934926,0.6288644475059629,
0.6995786195357785,0.7120251279374011,0.7131324010870979,
0.6995786195357785,0.7134958811813097,0.7974003546682328,
0.6995786195357785,0.7149479393896451,0.8805971616131782,
0.7073050311778382,0.7163999975979805,0.5211031906873604,
0.7073050311778382,0.7178520558063158,0.6042999976323059,
0.7073050311778382,0.7192745135416603,0.6858008224032793,
0.7110905374047856,0.7206969712770047,0.5504081170496744,
0.7110905374047856,0.7221194290123492,0.6319089418206478,
0.7110905374047856,0.7235068335559938,0.711401366648758,
0.7110905374047856,0.7248942380996384,0.7908937914768682,
0.7110905374047856,0.7262707372058653,0.8697613807672022,
0.7191061359228247,0.7276472363120923,0.4893690047025772,
0.7191061359228247,0.7290237354183192,0.5682365939929113,
0.7191061359228247,0.7303838763684196,0.6461669299765779,
0.7227017096170871,0.73174401731852,0.5180860683507447,
0.7227017096170871,0.7331041582686204,0.5960164043344114,
0.7227017096170871,0.7344479410625943,0.6730094870114106,
0.7263054909761769,0.7357917238565681,0.5435211075246453,
0.7263054909761769,0.737135506650542,0.6205141902016446,
0.7263054909761769,0.7384660471276514,0.6967485440113392,
0.7263054909761769,0.7397965876047609,0.7729828978210339,
0.7263054909761769,0.7411138857650059,0.8484585227634239,
0.7335503564712026,0.742431183925251,0.5088339317008848,
0.7335503564712026,0.743748482085496,0.5843095566432749,
0.7335503564712026,0.7450470852101679,0.6587140349494753,
0.7370081822560968,0.7463456883348398,0.5349996894897284,
0.7370081822560968,0.7476442914595117,0.609404167795929,
0.7370081822560968,0.7489327681065815,0.683228441674194,
0.7407596016888673,0.7502212447536513,0.542112214871344,
0.7407596016888673,0.751509721400721,0.615936488749609,
0.7407596016888673,0.7527904084496353,0.6893144515294608,
0.7440822166428481,0.7540710954985496,0.5723206004991593,
0.7440822166428481,0.7553517825474638,0.6456985632790111,
0.7440822166428481,0.7566301327169314,0.7189426327293345,
0.7440822166428481,0.7579084828863989,0.7921867021796577,
0.7440822166428481,0.7591852751362353,0.8653415094102996,
0.7512054447980162,0.7604620673860718,0.5303654068410509,
0.7512054447980162,0.7617388596359083,0.6035202140716928,
0.7512054447980162,0.7630148729259292,0.676630390192494,
0.7545543127235934,0.7642908862159501,0.5578645680309904,
0.7545543127235934,0.765566899505971,0.6309747441517916,
0.7545543127235934,0.7668343442380209,0.7035939780643387,
0.7582272032118835,0.7681017889700708,0.5657720883841182,
0.7582272032118835,0.7693692337021206,0.6383913222966653,
0.7582272032118835,0.7706226571574906,0.7102071962320672,
0.761556221895242,0.7718760806128605,0.5912843496908321,
0.761556221895242,0.7731295040682304,0.6631002236262339,
0.761556221895242,0.7743439795328229,0.732684542069569,
0.761556221895242,0.7755584549974153,0.8022688605129041,
0.761556221895242,0.7767495616675412,0.8705142456609992,
0.7682730676337276,0.7779406683376671,0.5539127183534348,
0.7682730676337276,0.779131775007793,0.6221581035015299,
0.7682730676337276,0.7802893864058502,0.6884843509264494,
0.7713224293167749,0.7814469978039075,0.5800950437038517,
0.7713224293167749,0.7826046092019647,0.6464212911287712,
0.7713224293167749,0.7837271674083223,0.7107391386108338,
0.7744928090320012,0.7848497256146798,0.5934076089565371,
0.7744928090320012,0.7859722838210373,0.6577254564385998,
0.7744928090320012,0.787058230916064,0.7199456417581178,
0.7773609232670776,0.7881441780110906,0.6178349862463668,
0.7773609232670776,0.7892301251061172,0.6800551715658848,
0.7773609232670776,0.7902919244468618,0.7408917924803221,
0.7800985280747113,0.7913537237876064,0.6448752119426286,
0.7800985280747113,0.792415523128351,0.7057118328570658,
0.7800985280747113,0.7934500588755512,0.7649863649270532,
0.7828606408376365,0.7944845946227514,0.6660034931422042,
0.7828606408376365,0.7955191303699517,0.7252780252121915,
0.7828606408376365,0.7965279604432388,0.7830797306574168,
0.7854658984425764,0.7975367905165259,0.6916111707952243,
0.7854658984425764,0.798545620589813,0.7494128762404495,
0.7854658984425764,0.7995544506631002,0.8072145816856747,
0.7854658984425764,0.8005313433839497,0.8631864116274058,
0.7854658984425764,0.8015082361047993,0.919158241569137,
0.7913383650832893,0.8024827919462022,0.638528624337132,
0.7913383650832893,0.8034573477876051,0.694366560949341,
0.7913383650832893,0.8044334615486392,0.7502937597812315,
0.7935068876073146,0.8054095753096732,0.6819737702074138,
0.7935068876073146,0.8063856890707072,0.7379009690393042,
0.7935068876073146,0.8073633607513723,0.793917430090876,
0.7961132651779785,0.8083410324320374,0.7005994565258428,
0.7961132651779785,0.8093187041127025,0.7566159175774146,
0.7961132651779785,0.8102963757933676,0.8126323786289864,
0.7993723715051287,0.8112810581123726,0.6823174821390411,
0.7993723715051287,0.8122657404313777,0.7387356231791855,
0.7993723715051287,0.8132504227503827,0.7951537642193299,
0.7993723715051287,0.8142491263460677,0.8523752652366198,
0.8020347805315028,0.8152478299417527,0.757051965705142,
0.8020347805315028,0.8162465335374377,0.8142734667224317,
0.8047671152136111,0.8172693848874047,0.7163272866427762,
0.8047671152136111,0.8182922362373718,0.7749323520651467,
0.8047671152136111,0.8193291088640188,0.8343407774646625,
0.8070634408578145,0.8203659814906658,0.7621794350636667,
0.8070634408578145,0.8214028541173127,0.8215878604631826,
0.8070634408578145,0.8224397267439597,0.8809962858626983,
0.8105412694472323,0.8234875048080244,0.7417646467564134,
0.8105412694472323,0.824535282872089,0.8017979076937054,
0.8105412694472323,0.8255830609361536,0.8618311686309973,
0.8105412694472323,0.8266409654778204,0.9224446339962248,
0.8133599503586122,0.8276988700194872,0.8215595793452936,
0.8133599503586122,0.8287567745611539,0.8821730447105209,
0.8133599503586122,0.8298076684644807,0.9423848300871757,
0.8161599636965627,0.8308585623678075,0.8421676686189262,
0.8161599636965627,0.8319094562711343,0.902379453995581,
0.8161599636965627,0.8329268549023925,0.9606721016490603,
0.8161599636965627,0.8339380218551262,1.0186077004238077,
0.8215041071159002,0.83494918880786,0.7703464361579081,
0.8215041071159002,0.8359603557605937,0.8282820349326554,
